date,gold_inr_per_10g_landed,moving_avg_7d,moving_avg_30d,year_on_year_pct_change,day_30_rolling_volatility
2021-04-29,46784.18422416336,47452.528635559334,45992.815999642015,21.82,1.00472095024197
2021-04-30,46633.38530969253,47235.81304789228,46060.9052474613,22.11,1.0083100682325858
2021-05-03,47262.29380871456,47153.32786031706,46134.35023903201,23.89,1.0188737975997448
2021-05-04,46688.02787069471,47035.453271393264,46197.199173010886,21.8,1.0414834166132563
2021-05-05,46869.01613957781,46955.26691821431,46277.840405248106,22.41,1.0272961200908326
2021-05-06,47707.15948782136,47004.19659693752,46374.6097237885,25.61,1.0630800888660779
2021-05-07,47996.99014503305,47134.436712243725,46487.25090132107,26.42,1.0585508876698375
2021-05-10,47952.17505805522,47301.292545657074,46592.77835968683,26.8,1.0600684728581677
2021-05-11,48047.50489891337,47503.309629831994,46722.17164307137,26.95,1.0151365847007185
2021-05-12,47618.37101309981,47554.177801887905,46855.618931744,26.82,0.9986288786231703
2021-05-13,47848.76783749595,47719.99779714431,46956.623389874396,26.16,0.8851595898777925
2021-05-14,48063.78888975469,47890.67961859703,47058.679290818174,26.7,0.8854815058314167
2021-05-17,48727.4882958806,48036.440876890505,47178.88821084052,27.24,0.9103757011119037
2021-05-18,48729.1979719544,48141.04199502298,47288.520667369165,27.02,0.9075372157571047
2021-05-19,48986.61200791319,48288.81870214641,47403.60387070924,28.29,0.9090624406145037
2021-05-20,49063.08766374674,48433.90195426345,47487.66356242597,30.23,0.8299467839469898
2021-05-21,48795.797801343426,48602.105781154976,47571.77607992142,29.68,0.828932312888119
2021-05-24,48925.98155138147,48755.993454567026,47667.13257080466,30.33,0.8204847722193456
2021-05-25,49226.984039780386,48922.16419028597,47753.798345884185,30.44,0.8019130567517737
2021-05-26,49288.516720512074,49002.311108091046,47848.65009299169,31.36,0.7945567728337685
2021-05-27,49053.97169559021,49048.70735432421,47911.72392512709,30.26,0.761537085298862
2021-05-28,49237.04437667825,49084.483407003536,47975.09662345449,30.56,0.7615804324768792
2021-06-01,49114.729483258256,49091.860809792364,48046.35509347568,29.84,0.7465230917681952
2021-06-02,49483.271234896725,49190.07130030011,48116.2621250242,30.45,0.7428337093172667
2021-06-03,48614.953116644785,49145.63866676603,48131.747414800026,28.08,0.7677233916481422
2021-06-04,49151.41765028724,49134.84346826588,48175.47166575144,29.38,0.7805842105524736
2021-06-07,49242.63989942257,49128.289636680056,48233.12132929315,29.3,0.7668052159014939
2021-06-08,49055.64234834554,49128.528301360355,48287.298720510305,27.05,0.7704518662049124
2021-06-09,49193.40323346995,49122.293852331386,48348.25710373372,25.96,0.7694934065191641
2021-06-10,49226.128453958525,49138.20799100186,48419.61774093608,26.09,0.757584925506651
2021-06-11,48807.58433683982,49041.681291280045,48487.06441135903,24.94,0.766096929099067
2021-06-14,48604.769904868714,49040.22654674096,48552.77723119805,24.02,0.7682397087161135
2021-06-15,48323.509981241026,48921.954022592734,48588.15110361576,23.39,0.7439685814947203
2021-06-16,48562.318615026736,48824.76526767867,48650.627461759745,21.36,0.7061156780671478
2021-06-17,46626.97890007475,48477.81334649665,48642.559553776184,14.75,1.0292841706118485
2021-06-18,46742.446066040815,48127.67660829212,48610.40243971646,14.53,0.9732716324199843
2021-06-21,47040.16693063098,47815.39639067437,48578.508332569894,15.73,0.9739855137872866
2021-06-22,46889.46388599577,47541.379183409466,48543.08462683459,16.99,0.9751151781243221
2021-06-23,47172.86717027404,47336.82164989625,48513.93003587971,17.62,0.9817600770068606
2021-06-24,46941.60593269199,47139.406785818086,48491.37119986614,18.13,0.9726336412728469
2021-06-25,46932.23666157561,46906.537935325076,48460.82016066859,18.96,0.9675586155956142
2021-06-28,47025.86979986575,46963.52234958112,48426.222857672474,18.24,0.9640931608912187
2021-06-29,46627.378103801886,46947.08406926266,48356.219184603295,17.68,0.9339699857184344
2021-06-30,46840.36951609637,46918.54158147105,48293.25823607445,17.1,0.9400595200158847
2021-07-01,47028.01198072185,46938.33416643313,48227.97156850149,17.61,0.9372744233935212
2021-07-02,47315.875206001685,46958.76388582374,48169.73115324378,18.18,0.9457602712315968
2021-07-06,47460.10701765763,47032.835469388534,48125.20812712063,17.99,0.9452106198425131
2021-07-07,47957.3178657095,47179.27564140941,48092.91933759848,18.33,0.9658455775851525
2021-07-08,47944.54269050611,47310.5146257856,48050.171292622384,17.86,0.957397602093402
2021-07-09,48156.84575462865,47529.01000447358,48012.448927092555,18.77,0.9615330050587589
2021-07-12,47888.67967115224,47678.768598054136,47973.60585961143,18.41,0.9628165155450458
2021-07-13,48025.11031981796,47821.21121792495,47933.20805771649,17.6,0.9615312529055998
2021-07-14,48496.847977785736,47989.92161389334,47912.61200753401,18.24,0.9801056269796699
2021-07-15,48482.142329285816,48135.92665841324,47879.241044013696,18.87,0.9687645916094992
2021-07-16,48157.43749102408,48164.51517631539,47863.99052316,20.42,0.9225998615978342
2021-07-19,48064.55250669623,48181.65943577247,47827.76168504059,19.98,0.8978353104227539
2021-07-20,48356.18102619392,48210.1359031392,47798.21305593302,20.01,0.9052402578312391
2021-07-21,47843.14931131259,48203.63156602,47757.79662136535,17.99,0.922015802111758
2021-07-22,47843.089336586774,48177.62856841513,47712.78615813603,17.46,0.9196565630091759
2021-07-23,47755.23937173131,48071.68448183579,47663.75652206192,18.31,0.9193357648149112
2021-07-26,47681.671504645885,47957.33150688665,47626.22609432191,18.0,0.9083855872209509
2021-07-27,47600.74435637925,47877.803916222285,47592.75857603898,17.19,0.9063021424059187
2021-07-28,47737.09464270563,47831.02422136494,47573.21139808744,17.01,0.9031692549530086
2021-07-29,48504.80871907503,47852.256748918975,47571.29440155576,17.47,0.9475595594736584
2021-07-30,47923.06567456281,47863.673372238874,47614.497294038534,15.16,0.625134768735723
2021-08-02,48150.75879293473,47907.62615171714,47661.44105160187,14.65,0.6284420741241169
2021-08-03,47908.53139596649,47929.52501232283,47690.3865337799,11.69,0.6293774206210351
2021-08-04,47843.30689492188,47952.61578236307,47722.181300744414,10.02,0.6264005372785765
2021-08-05,47681.067400646985,47964.090502973115,47739.12130842358,11.1,0.6222664617009849
2021-08-06,46425.8478395154,47776.769531090344,47721.929371984304,8.9,0.7862445636967121
2021-08-09,45711.630663051874,47377.74409451655,47681.2425053671,7.53,0.8328176853041214
2021-08-10,45839.3490779021,47080.07029499327,47641.6918146347,12.65,0.8338839974799356
2021-08-11,46392.94050714686,46828.95339702283,47633.87722807924,11.65,0.8530114816533327
2021-08-12,46148.76192542299,46577.55775837387,47610.82364172389,6.69,0.8532147624927126
2021-08-13,46939.373388707,46448.42440034236,47607.8690219899,7.82,0.9087546714862087
2021-08-16,47221.19077716886,46382.727739845,47604.712874361874,5.81,0.9084838232428228
2021-08-17,47118.99272930291,46481.74843838598,47593.3423980837,5.57,0.9073838472272738
2021-08-18,47174.830103378656,46690.776929861735,47567.25947267264,5.26,0.8852718076492694
2021-08-19,47077.72873822854,46867.688309910045,47538.36567426373,5.44,0.885706053160543
2021-08-20,47200.03467473165,46982.98747670864,47506.47197160075,7.14,0.8827702660052117
2021-08-23,47706.32166117949,47205.496010386516,47500.39337126811,11.01,0.9012787343852036
2021-08-24,47644.066323075596,47306.16642958139,47487.69190470974,15.41,0.8998011332516198
2021-08-25,47209.699893246434,47304.524874736155,47444.78696855853,18.86,0.8932828564228706
2021-08-26,47286.713750614916,47328.48502063751,47404.93934926937,14.08,0.8943943835124631
2021-08-27,47966.72445732881,47441.612785486235,47398.58224814584,21.29,0.9285507998076988
2021-08-30,47341.31015197046,47479.26727316209,47374.47416965465,18.06,0.9578274740858116
2021-08-31,47443.14103848063,47513.99675369688,47344.039503397544,17.6,0.9512694670063584
2021-09-01,47125.87546904129,47431.07586910682,47320.13037532171,9.95,0.9396505158991177
2021-09-02,47004.042044226284,47339.6438292712,47292.16213224282,2.31,0.9403989648301483
2021-09-03,47626.08445150431,47399.12733759412,47287.85696823547,4.41,0.9729596084115202
2021-09-07,46751.27042238158,47322.63543356104,47256.84359882672,3.28,1.0287884768836522
2021-09-08,46794.68969441232,47155.20189600332,47229.97511009475,6.62,1.028944530877384
2021-09-09,47224.87854601489,47138.56880943903,47212.90124020527,6.67,1.042516018768697
2021-09-10,46859.99785222449,47055.262639973844,47158.07421131035,8.52,1.003337885970045
2021-09-13,46914.09841367581,47025.0087749213,47124.44196928094,9.11,0.9826172247837835
2021-09-14,47257.18426339073,47061.17194908857,47094.65615162949,3.61,0.9885791109853455
2021-09-15,47005.3075034817,46972.48952794075,47064.54868854632,3.12,0.9890590880819193
2021-09-16,45881.061145663356,46848.173916980624,46999.140496904154,-0.77,1.0769769393058404
2021-09-17,45824.134338663236,46709.52315187241,46937.24272817125,0.18,1.0762792087778368
2021-09-20,46231.24472085793,46567.575462564826,46930.755957549314,0.12,0.9813949311143593
2021-09-21,46580.40206315331,46527.6332069827,46959.71500421911,-2.35,0.9469022860792137
2021-09-22,46683.34581990974,46494.66855072975,46987.84822895278,-2.88,0.9465107928725325
